,name,fieldlabel
733,[Systemtabel] Rammer og vilkår - Interne/eksterne forhold og interessenter,Systemer -
734,[Systemtabel] Rammer og vilkår - Interne/eksterne forhold og interessenter,Værdier +
735,[Systemtabel] Rammer og vilkår - Interne/eksterne forhold og interessenter,Værdier -
736,[Systemtabel] Rammer og vilkår - Interne/eksterne forhold og interessenter,Personale +
737,[Systemtabel] Rammer og vilkår - Interne/eksterne forhold og interessenter,Personale -
738,[Systemtabel] Rammer og vilkår - Interne/eksterne forhold og interessenter,Færdigheder +
739,[Systemtabel] Rammer og vilkår - Interne/eksterne forhold og interessenter,Færdigheder -
740,[Systemtabel] Rammer og vilkår - Interne/eksterne forhold og interessenter,Ledelse +
741,[Systemtabel] Rammer og vilkår - Interne/eksterne forhold og interessenter,Ledelse -
742,[Systemtabel] Rammer og vilkår - Interne/eksterne forhold og interessenter,Sidst evalueret
744,[Systemtabel] Rammer og vilkår - Interne/eksterne forhold og interessenter,Sidst opdateret
745,[Systemtabel] Rammer og vilkår - Interne/eksterne forhold og interessenter,Styrker (positive interne forhold)
746,[Systemtabel] Rammer og vilkår - Interne/eksterne forhold og interessenter,Svagheder (negative interne forhold)
747,[Systemtabel] Rammer og vilkår - Interne/eksterne forhold og interessenter,Trusler (negative eksterne forhold)
748,[Systemtabel] Rammer og vilkår - Interne/eksterne forhold og interessenter,Muligheder (positive eksterne forhold)
750,[Systemtabel] Rammer og vilkår - Interne/eksterne forhold og interessenter,Sidst evalueret
751,[Systemtabel] Rammer og vilkår - Interne/eksterne forhold og interessenter,Interessenter
752,[Rammer og vilkår] Rammer - Interessenter (indlejret tabel),Forretningsenhed
753,[Animalske biprodukter] HACCP - egenkontrol - Biomasser,Biomasse
754,[Animalske biprodukter] HACCP - egenkontrol - Biomasser,Kategorisering
755,[Animalske biprodukter] HACCP - egenkontrol - Biomasser,Leverandør
756,[Animalske biprodukter] HACCP - egenkontrol - Biomasser,Evt. dokumentation
757,[Animalske biprodukter] HACCP - egenkontrol - Biomasser,Forretningsenhed
758,Afvigelser,Fejlkategori (UDGÅR)
759,Nærved hændelse,Hvad er gjort for at stoppe nærved-hændelsen? (UDGÅET)
760,[Hændelse] Hændelsestype - primær,Primær hændelsestype
761,Hændelse - OLD,Involverede parter
762,Hændelse - OLD,Legemsdel underkategori
763,Hændelse - OLD,Personskade underkategori
764,Hændelse - OLD,Skadens konsekvens
765,[Hændelse] Skadens konsekvens,Skadens konsekvens
766,Hændelse - OLD,Hvem er blevet interviewet
767,[Systemtabel] QHSE - Indhold IPW - Dokument kategorier,Dokument nummer struktur
768,[Dokumentet Registreringer] Registreringer i IPW,Område
769,[Dokumentet Registreringer] Registreringer i IPW,Forretningsenhed
770,[Dokumentet Registreringer] Registreringer i IPW,Registrering
771,[Dokumentet Registreringer] Registreringer i IPW,Opbevaringstid
772,[Dokumentet Registreringer] Registreringer i IPW,Opbevaringssystem
773,[Dokumentet Registreringer] Registreringer i IPW,Ansvarlig
774,[Dokumentet Registreringer] Registreringer i IPW,Link til brugerflade
775,[Handlinger] Handlinger,Anden dokumentation
776,Afvigelser,Ansvarlig korrigerende handlinger
777,Evaluering - Audit & Myndighedstilsyn,Dato
778,Evaluering - Audit & Myndighedstilsyn,Lokation
779,Evaluering - Audit & Myndighedstilsyn,Tidspunkt (TT:MM)
780,Evaluering - Audit & Myndighedstilsyn,Myndigheds område
781,Evaluering - Audit & Myndighedstilsyn,Tilsynsførende
782,Evaluering - Audit & Myndighedstilsyn,Myndighed
783,Evaluering - Audit & Myndighedstilsyn,Deltagere
784,Evaluering - Audit & Myndighedstilsyn,Kort resume fra tilsyn / Audit
785,Evaluering - Audit & Myndighedstilsyn,Myndighedssanktioner tildelt
789,Evaluering - Audit & Myndighedstilsyn,Afvigelser
790,Evaluering - Audit & Myndighedstilsyn,Tilsynsrapport ell. auditrapport
791,Evaluering - Audit & Myndighedstilsyn,Myndighedssanktioner
792,Evaluering - Audit & Myndighedstilsyn,Afvigelser oprettet
793,[Systemtabel] Evaluering - Bradley kurve,Samarbejde om sikkerhed
794,[Systemtabel] Evaluering - Bradley kurve,Forebyggelse af ulykker
795,[Systemtabel] Evaluering - Bradley kurve,Virksomhedens engagement i sikkerhedsarbejdet
796,[Systemtabel] Evaluering - Bradley kurve,Instruktion i sikkerhed
797,[Systemtabel] Evaluering - Bradley kurve,Ledelsens fokus på sikkerhed
798,[Systemtabel] Evaluering - Bradley kurve,Medarbejderenes efterlevelse af sikkerhedsreglerne
799,[Systemtabel] Evaluering - Bradley kurve,Resultat og anbefaling
800,[Systemtabel] Evaluering - Bradley kurve,"Alle områder er vurderet på en skala fra 1 til 4, hvor 1 = lavt niveau og 4 = højt niveau"
801,[Systemtabel] Evaluering - Bradley kurve,Samlet score
802,[Systemtabel] Evaluering - Bradley kurve,Undersøgelse gennemført
803,[Systemtabel] Evaluering - Bradley kurve,Samlet undersøgelsesmateriale
804,[Systemtabel] Evaluering - Bradley kurve,Antal respondenter
805,[Systemtabel] Evaluering - Bradley kurve,Bradley kurve - skala
806,[Systemtabel] Evaluering - Bradley kurve,"Trin 1: Den reaktive fase. Virksomheden arbejder ikke systematisk med sikkerheden, og reagere kun hvis de skal (eksempelvis hvis Arbejdstilsynet kommer på besøg)"
807,[Systemtabel] Evaluering - Bradley kurve,Trin 2: Den afhængige fase. Virksomheden vil overholde lovgivningen. Ledelsen arbejder med sikkerheden og indfører procedurer og kontroller.
808,[Systemtabel] Evaluering - Bradley kurve,Trin 3: Den uafhængige fase. Virksomheden tager ansvar og handler. Medarbejderne er engagerede og passer på sig selv.
809,[Systemtabel] Evaluering - Bradley kurve,Trin 4: Den indbyrdes afhængige fase. Hele virksomheden er inddraget og engageret i sikkerhedsarbejdet og alle har en god sikkerhedsadfærd.
810,[Systemtabel] Evaluering - Bradley kurve,Værktøjer trin 1: 5S og Tavlemøder
811,[Systemtabel] Evaluering - Bradley kurve,Værktøjer trin 2: Sikkerhedsrundering og rollemodeller
812,[Systemtabel] Evaluering - Bradley kurve,Værktøjer trin 3: Safety walk og risikovurdering
813,[Systemtabel] Evaluering - Bradley kurve,Værktøjer trin 4: Psykologisk sikkerhe og BBS Adfærdsbaseret sikkerhed
814,[Systemtabel] Evaluering - Bradley kurve,Bradley kurve - værktøjer
815,[Systemtabel] Rammer og vilkår - Godkendelser,Evt. bemærkning
816,Forbedring - Forbedringsforslag,Forretningsenhed
817,Forbedring - Forbedringsforslag,Analyse
818,[Generelt] Lokationer,Ansvarlig
819,[Generelt] Lokationer,Mobil
820,[Generelt] Lokationer,E-mail
821,[Generelt] Lokationer,Stilling
822,Handling - sekundær,Handling - sekundær
823,[Animalske biprodukter] HACCP - egenkontrol - Biomasser,Forbehandlet
824,[Animalske biprodukter] HACCP - egenkontrol - Biomasser,Oprindelsesland
825,[Handlinger] Handlinger,Bemærkning til gennemførelse
826,Evaluering - Audit & Myndighedstilsyn,Årsag myndighedssanktioner
827,[Leverandør-/kundekort] Leverandør/kunde - Sekundær,Type Sekundær
829,Leverandør-/kundekort,Oprettet af
830,Leverandør-/kundekort,Oprettet
831,Leverandør-/kundekort,Ansvarlig
833,Leverandør-/kundekort,Firmanavn
834,Leverandør-/kundekort,Leverandør-/kundetype
835,Leverandør-/kundekort,CVR Nr.
836,Leverandør-/kundekort,Adresse
837,Leverandør-/kundekort,Post nr.
838,Leverandør-/kundekort,By
839,Leverandør-/kundekort,Biocirc ansvarlig(e)
841,[Leverandør-/kundekort] Certifikat / Kontrakt håndtering,Oprettet af
842,[Leverandør-/kundekort] Certifikat / Kontrakt håndtering,Oprettet
844,[Leverandør-/kundekort] Certifikat / Kontrakt håndtering,Dokumenttype
845,[Leverandør-/kundekort] Certifikat / Kontrakt håndtering,Leverandør
846,[Leverandør-/kundekort] Certifikat / Kontrakt håndtering,Dokument underskrevet af
847,[Leverandør-/kundekort] Certifikat / Kontrakt håndtering,Biocirc ansvarlig
848,[Leverandør-/kundekort] Certifikat / Kontrakt håndtering,Gældende fra
849,[Leverandør-/kundekort] Certifikat / Kontrakt håndtering,Gældende til
851,[Handlinger] Handlinger,Evt. relateret hændelse
852,[Systemtabel] Dokumenttype,Dokumenttype
853,Leverandør-/kundekort,Hjemmeside
854,Leverandør-/kundekort,Leverandør status
855,[Systemtabel] Evaluering - Bradley kurve,Næste undersøgelse
856,[Systemtabel] Evaluering - Bradley kurve,Forretningsenhed
857,[Risikoanalyser] Hændelse (risikovurdering) - primær,Hændelse - primær
858,Hændelse (risikovurdering) - sekundær,Parameter
859,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Forretningsenhed
861,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Oprettet
862,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Gennemført af
863,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Nummer
865,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Biomasser
867,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Kan der fremvises Artikel 48 ved samhandel med andre EU-lande?
868,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Opsamling samhandel/import
869,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Evt. dokumentation
871,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Vaskes biler ved skift af leverandør?
872,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Kan vask af biler dokumenteres med logbog?
873,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,"Håndteres vaskevand på en sådan måde, at der ikke er risiko for re-kontaminering af afgasset biomasse?"
874,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Er der vaskeudstyr til eksterne vognmænd?
875,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,OGJ - Er trailere mærket med kategori og karanstid?
876,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Er eksterne vognmænd registreret hos FVST?
877,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Tænkes smittebeskyttelse ind i afviklingen af transport?
878,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Opsamling transport
879,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Evt. dokumentation
881,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Føres fortegnelse over modtagne biomasser?
882,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Fortages dokumenteret modtagekontrol?
883,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Er handelsdokumenter valide?
884,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Opbevares biomasser hensigtsmæssigt indtil de forbehandles?
885,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Er modtagestudse/tanke afmærket?
886,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Opsamling modtagelse og lagring
887,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Evt. dokumentation
889,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Fremgår evt. forbehandling af handelsdokumenter?
890,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Hygiejniseres biomasser?
891,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Overvåges hyg. enhed?
892,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Er hyg. enhed sikret mod utilstrækkelig opvamrning?
893,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Kan hyg. enhed omgås?
894,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Kalibreres termofølere?
895,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Opsamling forbehandling
896,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Evt. dokumentation
898,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Udtages enterobakter-prøver efter sidste reaktortrin?
899,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Udtages salmonella-prøver fra lagertank?
900,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Opsamling udrådning/mikrobiologiske analyser
901,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Evt. dokumentation
903,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,"Anvendes der et alternativt sporbarhedssystem, der er godkendt af Fødevarestyrelsen?"
904,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Anvendes der valide handelsdokumenter ved udlevering af biomasser?
905,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Opsamling udlevering
906,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Evt. dokumentation
908,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Foretages skadedyrsbekæmpelse?
909,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Trænes medarbejdere i håndtering af animalske biprodukter?
910,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Fremstår anlægget rent og ryddeligt
911,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Rengøres siloer?
912,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Situationsplan
913,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Procesdiagram
914,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Procesbeskrivelse
915,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Beskrivelse slutprodukt
916,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Kalibrering termofølere
917,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Opsamling andet
918,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Evt. dokumentation
919,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Serviceaftaler skadedyrsbekæmper
920,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Mikrobiologiske analyser
921,[Audit tjekliste]  Animalske Biprodukter - egenkontrol,Godkendte transportører
922,Leverandør-/kundekort,Forretningsenhed
923,[Leverandør-/kundekort] Certifikat / Kontrakt håndtering,Forretningsenhed
924,[Animalske biprodukter] HACCP - egenkontrol - Biomasser,Handelsdokumentation
925,[Animalske biprodukter] HACCP - egenkontrol - Biomasser,Proces/Forbehandling
926,[Animalske biprodukter] HACCP - egenkontrol - Biomasser,Handelsdokumentation OK
927,[Animalske biprodukter] HACCP - egenkontrol - Biomasser,Artikel 48 skal forefindes?
928,Leverandør-/kundekort,Leverancebeskrivelse
929,Leverandør-/kundekort,Evt. godkendelsesnummer
930,Leverandør-/kundekort,Leverandør kategori
931,Nærved hændelse,Detaljeret skadestype? (UDGÅET)
932,Nærved hændelse,Hvilken type uheld kunne være opstået?
934,[Generelt] Lokationer,Lokation
935,Hændelse - OLD,Lokation
936,Hændelse - OLD,Teknisk udstyr
937,Hændelse - OLD,Bemærkning lokation/teknisk udstyr
938,[Hændelse] Teknisk udstyr/bygninger,Udstyr/bygninger
939,[Hændelse] Teknisk udstyr/bygninger,Udstyr eller bygning
940,Hændelse - OLD,CVR-nummer
941,Hændelse - OLD,Andre skader
942,Hændelse - OLD,Sagstype
943,Hændelse - OLD,Skadestype
944,[Hændelse] Hændelsestype - sekundær,Sekundær hændelsestype
945,[Hændelse] Hændelsestype - sekundær,Primær hændelsestype
946,Hændelse - OLD,Overskrift
947,Hændelse - OLD,Vidner (ikke BioCirc medarbejdere)
948,Hændelse - OLD,Ulykkesrisiko
950,Hændelse - OLD,Billeddokumentation
951,[Generelt] Billeddokumentation,Billeddokumentation
952,Hændelse - OLD,Betydelige forhold bemærkning
954,Hændelse - OLD,Yderligere årsagsanalyse påkrævet
955,Hændelse - OLD,Yderligere undersøgelse ikke påkrævet
956,Hændelse - OLD,Ansvarlig årsagsanalyse
958,Hændelse - OLD,Undersøgelsesteam
959,[Hændelse] Skadede kropsdele - primær,Skadede kropsdele - primær
960,[Hændelse] Skadede kropsdele - sekundær,Skadede kropsdele primær
961,[Hændelse] Personskade skadestype primær,Skadestyper - primær
962,[Hændelse] Personskade skadestype - sekundær,Skadestype - primær
963,Hændelse - OLD,Skadet legmesdel
964,Hændelse - OLD,Personskade skadens art
965,[Hændelse] Hændelsestype - personskade,Hændelsestype sekundær
966,[Hændelse] Hændelsestype - personskade,Hændelsestype primær
967,Hændelse - OLD,Personskade underkategori
968,[Hændelse] Forventet fravær,Forventet fravær
969,Hændelse - OLD,Forventet fravær
970,[Hændelse] Spredning,Spredning
971,Hændelse - OLD,Spredning
972,[Hændelse] Varighed,Varighed
973,Hændelse - OLD,Varighed
974,[Hændelse] Alvorlighed - primær,Alvorlighed - primær
975,Hændelse - OLD,Alvorlighed
976,Hændelse - OLD,Hændelsestype (review) (UDGÅR)
985,[Hændelse] Hændelsesforløb - sekvens,Sekvensnummer
986,[Hændelse] Hændelsesforløb - sekvens,Begivenhed
988,Hændelse - OLD,Genopretning
989,[Hændelse] Økonomisk indvirkning,Økonomisk indvirkning
990,[Handlinger] Handlinger,Forretningsenhed
992,[Handlinger] Handlinger,Lokation
993,[Handlinger] Handlinger,CVR-nummer
994,[Handlinger] Handlinger,P-nummer
995,[Handlinger] Handlinger,Prioritering
996,[Handlinger] Handlinger,Ledelsesområde
997,[Handlinger] Handlinger,Handling - primær
998,Handling - sekundær,Handling - primær
999,Handling - primær,Handling - primær
1000,[Handlinger] Handlinger,Dokumentation for gennemførelse
1002,[Handlinger] Handlinger,Billeddokumentation
1003,Hændelse - OLD,Stadie
1004,[Handlinger] Handlinger,Stadie
1006,Hændelse - OLD,Sekvens af hændelser
1007,Hændelse - OLD,Fysisk arbejdsmiljø
1008,Hændelse - OLD,Ergonomi
1009,Hændelse - OLD,Kemi og biologi
1010,Hændelse - OLD,Umiddelbare betydelige forhold
1011,Hændelse - OLD,Opfølgning foretaget af
1013,Risikoanalyser,Nummer
1014,Risikoanalyser,Oprettet
1015,Risikoanalyser,Oprettet af
1016,Risikoanalyser,Stadie
1017,Risikoanalyser,Forretningsenhed
1018,Risikoanalyser,Ansvarlig
1020,Risikoanalyser,Lokation
1021,Risikoanalyser,Procedure
1022,Risikoanalyser,Teknisk udstyr
1023,Risikoanalyser,Bygning
1024,Risikoanalyser,Proces
1025,Risikoanalyser,Risikovurdering af
1026,Risikoanalyser,Koncernområde
1027,Risikoanalyser,Koncern delområde
1028,Risikoanalyser,Risikoejer
1029,Risikoanalyser,Udarbejdet dato
1030,Risikoanalyser,Planlagt revurdering
1031,Risikoanalyser,Risiko godkender
1033,Risikoanalyser,Billeder1
1034,Risikoanalyser,Anden dokumentation
1036,Risikoanalyser,What if?
1037,Risikoanalyser,Intention
1038,Risikoanalyser,Evt. design parameter
1039,Risikoanalyser,Evt. driftsparameter
1040,Risikoanalyser,Årsag
1041,Risikoanalyser,Konsekvens - primær
1042,Risikoanalyser,Konsekvens - sekundær
1043,Risikoanalyser,Konsekvens - bemærkning
1044,Risikoanalyser,Ledeord
1045,Risikoanalyser,Hændelse
1046,Risikoanalyser,Eksisterende barrierer
1047,Risikoanalyser,Handling
1048,Planlægning - Barriere katalog,Forretningsenhed
1051,Risikoanalyser,Hændelse - primær
1052,Risikoanalyser,Hændelse sekundær
1053,Risikoanalyser,Årsag
1055,Risikoanalyser,Sammenhæng
1058,Risikoanalyser,Risikoanlæg - risikomatrix
1059,Risikoanalyser,Overskrift
1062,Hændelse - OLD,Psykisk arbejdsmiljø
1063,Hændelse - OLD,Andet
1064,Afvigelser,Stadie
1066,Afvigelser,Lokation
1067,Afvigelser,CVR-nummer
1068,Afvigelser,P-nummer
1069,Afvigelser,Adresse
1070,Afvigelser,Post nr.
1072,Afvigelser,Klokken
1074,Afvigelser,Overskrift
1076,Afvigelser,Billeder
1077,[Afvigelse] Fejlkode - fejlkode,Fejlkategori
